time,num_ues,imsi,rnti,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,dl_mcs,dl_n_samples,dl_buffer_bytes,tx_brate_dl_mbps,tx_pkts_downlink,tx_errors_downlink_pct,dl_cqi,ul_mcs,ul_n_samples,ul_buffer_bytes,rx_brate_ul_mbps,rx_pkts_uplink,rx_errors_uplink_pct,ul_rssi,ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,dl_pmi,dl_ri,ul_n,ul_turbo_iters,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
1602351642723,9,1010123456002,79,1,1,4,1,0,0.920635,63,114,0.008448,24,0,3.0,0.0,0,0,0.0,0,0.0,0,0.0,0,111,94,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351642973,9,1010123456002,79,1,1,4,1,0,0.931035,87,0,0.0149076,40,0,3.0,0.25,24,0,0.1,9,0.0,0,5.76724,31,246,116,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351643223,9,1010123456002,79,1,1,4,1,0,0.875,48,0,0.007552,20,0,3.0,0.0,0,0,0.0,0,0.0,0,0.0,0,170,70,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351643473,9,1010123456002,79,1,1,4,1,0,0.939086,197,0,0.030176,80,0,3.0,0.0,0,0,0.0,0,0.0,0,0.0,0,362,262,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351643723,9,1010123456002,79,1,1,4,1,0,1.76562,64,53,0.0100562,22,0,3.16667,0.0,0,0,0.0,0,0.0,0,0.0,0,46,86,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351643973,9,1010123456002,79,1,1,4,1,0,0.939394,33,121,0.00526908,15,0,3.16667,0.0,0,0,0.0,0,0.0,0,0.0,0,48,38,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351644223,9,1010123456002,79,1,1,4,1,0,1.05963,218,22,0.0271165,83,0,3.16667,0.0,10,0,0.1,5,0.0,0,0.0,31,140,258,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351644473,9,1010123456002,79,1,1,4,1,0,3.32258,31,136,0.0106024,19,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,134,36,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351644723,9,1010123456002,79,1,1,4,1,0,3.16,25,0,0.00629719,10,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,175,28,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351644973,9,1010123456002,79,1,1,4,1,0,3.69388,98,0,0.0354056,40,0,4.0,2.16667,18,0,0.1,6,0.0,0,9.20336,31,349,164,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351645223,9,1010123456002,79,1,1,4,1,0,3.63265,49,0,0.0175422,19,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,200,74,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351645473,9,1010123456002,79,1,1,4,1,0,3.72727,33,0,0.011759,13,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,138,48,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351645723,9,1010123456002,79,1,1,4,1,0,3.77419,31,158,0.0118233,13,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,174,52,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351645973,9,1010123456002,79,1,1,4,1,0,4.30769,26,0,0.011296,10,0,4.16667,2.7,10,0,0.1,4,0.0,0,9.06938,31,85,38,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351646223,9,1010123456002,79,1,1,4,1,0,3.86956,92,0,0.034816,37,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,385,144,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351646473,9,1010123456002,79,1,1,4,1,0,1.89583,48,0,0.0124659,19,0,3.83333,0.0,0,0,0.0,0,0.0,0,0.0,0,153,70,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351646723,9,1010123456002,79,1,1,4,1,0,3.73333,15,0,0.005824,6,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,99,26,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351646973,9,1010123456002,79,1,1,4,1,0,3.66667,48,0,0.017536,19,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,285,74,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351647223,9,1010123456002,79,1,1,4,1,0,3.5,44,0,0.01744,19,0,4.0,3.09091,11,0,0.1,4,0.0,0,8.39695,31,242,74,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351647473,9,1010123456002,79,1,1,4,1,0,3.82609,46,0,0.0176064,20,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,275,74,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351647723,9,1010123456002,79,1,1,4,1,0,3.78261,46,0,0.0176,19,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,219,74,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351647973,9,1010123456002,79,1,1,4,1,0,3.72152,79,0,0.0227149,29,0,4.0,0.0,12,0,0.1,6,0.0,0,0.0,31,380,114,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351648223,9,1010123456002,79,1,1,4,1,0,3.66667,18,0,0.007392,9,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,93,24,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351648473,9,1010123456002,79,1,1,4,1,0,3.32143,28,0,0.006688,13,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,195,34,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351648723,9,1010123456002,79,1,1,4,1,0,3.61446,83,0,0.024576,35,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,595,116,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351648973,9,1010123456002,79,1,1,4,1,0,3.96154,52,393,0.014912,19,0,4.0,0.0,8,0,0.1,4,0.0,0,0.0,31,-100,122,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351649223,9,1010123456002,79,1,1,4,1,0,3.69149,94,0,0.027424,38,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,-60,206,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351649473,9,1010123456002,79,1,1,4,1,0,3.85366,82,0,0.015168,29,0,4.16667,0.0,0,0,0.0,0,0.0,0,0.0,0,292,90,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351649723,9,1010123456002,79,1,1,4,1,0,3.93333,30,0,0.01552,15,0,4.6,0.0,0,0,0.0,0,0.0,0,0.0,0,114,46,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351649973,9,1010123456002,79,1,1,4,1,0,0.0,0,0,0.0,0,0,4.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351650223,9,1010123456002,79,1,1,4,1,0,5.16667,12,0,0.005632,5,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,62,16,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351650473,9,1010123456002,79,1,1,4,1,0,4.6875,16,0,0.00591165,7,0,5.0,5.5,8,0,0.1,3,0.0,0,12.4934,31,86,18,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351650723,9,1010123456002,79,1,1,4,1,0,5.44681,47,0,0.01751,18,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,303,52,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351650973,9,1010123456002,79,1,1,4,1,0,5.66667,33,0,0.0119518,14,0,5.0,0.0,3,0,0.1,2,0.0,0,0.0,31,256,34,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351651223,9,1010123456002,79,1,1,4,1,0,5.49123,57,0,0.0233574,23,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,269,68,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351651473,9,1010123456002,79,1,1,4,1,0,5.28125,32,0,0.0119518,13,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,156,36,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351651724,9,1010123456002,79,1,1,4,1,0,5.57895,38,13,0.010528,11,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,251,48,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351651973,9,1010123456002,79,1,1,4,1,0,5.08333,36,0,0.0185703,19,0,5.0,10.4706,17,0,0.1,6,0.0,0,14.5806,31,175,36,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351652223,9,1010123456002,79,1,1,4,1,0,5.32895,76,0,0.0241285,31,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,428,74,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351652473,9,1010123456002,79,1,1,4,1,0,5.0,15,0,0.00581526,6,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,140,18,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351652723,9,1010123456002,79,1,1,4,1,0,5.34375,32,0,0.0168,13,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,453,48,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351652973,9,1010123456002,79,1,1,4,1,0,5.34286,35,0,0.012032,15,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,274,38,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351653223,9,1010123456002,79,1,1,4,1,0,5.5,36,0,0.012096,16,0,5.0,0.0,4,0,0.1,2,0.0,0,0.0,31,298,36,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351653473,9,1010123456002,79,1,1,4,1,0,5.60256,78,0,0.025696,28,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,605,84,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351653723,9,1010123456002,79,1,1,4,1,0,5.025,40,0,0.020512,19,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,261,50,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351653973,9,1010123456002,79,1,1,4,1,0,0.0,0,0,0.0,0,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351654223,9,1010123456002,79,1,1,4,1,0,5.03448,29,0,0.011424,11,0,5.0,7.4,5,0,0.1,2,0.0,0,13.3185,31,241,34,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351654473,9,1010123456002,79,1,1,4,1,0,5.61905,42,86,0.012384,14,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,467,42,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351654723,9,1010123456002,79,1,1,4,1,0,5.04762,21,0,0.011232,12,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,171,28,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351654973,9,1010123456002,79,1,1,4,1,0,5.17073,41,0,0.012128,16,0,5.0,9.6,5,0,0.1,2,0.0,0,12.784,31,234,38,0,0,0,2.2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351655223,9,1010123456002,79,1,1,4,1,0,5.36364,22,0,0.011168,9,0,4.83333,0.0,0,0,0.0,0,0.0,0,0.0,0,103,32,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351655473,9,1010123456002,79,1,1,4,1,0,5.54545,33,0,0.011968,14,0,4.83333,0.0,0,0,0.0,0,0.0,0,0.0,0,166,36,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351655723,9,1010123456002,79,1,1,4,1,0,5.18518,27,0,0.011584,12,0,4.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,129,34,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351655973,9,1010123456002,79,1,1,4,1,0,5.37288,59,0,0.0234859,25,0,4.83333,8.4,5,0,0.1,2,0.0,0,13.6366,31,414,70,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351656223,9,1010123456002,79,1,1,4,1,0,5.63636,33,0,0.011776,13,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,93,34,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351656473,9,1010123456002,79,1,1,4,1,0,0.0,0,0,0.0,0,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351656723,9,1010123456002,79,1,1,4,1,0,5.56522,46,0,0.0175743,18,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,231,50,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351656973,9,1010123456002,79,1,1,4,1,0,5.70175,57,0,0.0288835,23,0,5.0,9.6,5,0,0.1,2,0.0,0,16.4888,31,525,80,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351657223,9,1010123456002,79,1,1,4,1,0,5.4875,80,0,0.0273414,30,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,598,86,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351657473,9,1010123456002,79,1,1,4,1,0,5.75,36,126,0.0106667,12,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,248,38,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351657723,9,1010123456002,79,1,1,4,1,0,5.30435,46,0,0.0213333,24,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,188,48,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351657973,9,1010123456002,79,1,1,4,1,0,5.12281,57,0,0.0180241,23,0,5.0,10.1429,7,0,0.1,3,0.0,0,14.8646,31,273,56,0,0,0,1.28571,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351658223,9,1010123456002,79,1,1,4,1,0,5.43137,51,0,0.0178635,20,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,272,52,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351658473,9,1010123456002,79,1,1,4,1,0,5.50704,71,0,0.0196948,24,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,413,70,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351658723,9,1010123456002,79,1,1,4,1,0,0.0,0,0,0.004384,5,0,4.8,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351658973,9,1010123456002,79,1,1,4,1,0,0.0,0,0,0.0,0,0,4.33333,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351659223,9,1010123456002,79,1,1,4,1,0,4.4,60,0,0.018144,24,0,4.85714,10.0,5,0,0.1,2,0.0,0,12.3646,31,158,70,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351659473,9,1010123456002,79,1,1,4,1,0,5.0,18,0,0.0059759,7,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,104,18,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351659723,9,1010123456002,79,1,1,4,1,0,5.25,48,0,0.017248,17,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,215,52,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351659973,9,1010123456002,79,1,1,4,1,0,0.0,0,0,0.000416,1,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351660223,9,1010123456002,79,1,1,4,1,0,5.10256,39,0,0.012064,16,0,5.0,8.2,5,0,0.1,2,0.0,0,7.92729,31,185,38,0,0,0,2.6,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351660473,9,1010123456002,79,1,1,4,1,0,5.42254,71,0,0.024064,29,0,4.83333,0.0,0,0,0.0,0,0.0,0,0.0,0,223,74,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351660723,9,1010123456002,79,1,1,4,1,0,5.5,26,0,0.011502,11,0,5.0,0.0,0,0,0.0,0,0.0,0,0.0,0,169,32,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351660973,9,1010123456002,79,1,1,4,1,0,4.0625,80,0,0.024512,33,0,4.33333,3.5,12,0,0.1,4,0.0,0,12.3777,31,482,94,0,0,0,1.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351661223,9,1010123456002,79,1,1,4,1,0,3.68421,19,0,0.005888,7,0,4.14286,0.0,0,0,0.0,0,0.0,0,0.0,0,126,32,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
1602351661473,9,1010123456002,79,1,1,4,1,0,3.6124,129,0,0.035968,50,0,4.0,0.0,0,0,0.0,0,0.0,0,0.0,0,412,174,0,0,0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/slices_bs1/1010123456002_metrics.csv
